period,token_standard,token_id,total_sell,total_buy,total_volume,total_supply,turnover_rate,turnover_rate_percent,adjusted_turnover_rate,adjusted_turnover_rate_percent
2025-01-02,erc1155,11,74,74,148,692451,0.00021373,0.0214,-0.99978627,-99.9786
2025-01-02,erc1155,12,1888,1984,3872,444140,0.00871797,0.8718,-0.99128203,-99.1282
2025-01-02,erc1155,13,548,603,1151,648943,0.00177365,0.1774,-0.99822635,-99.8226
2025-01-02,erc1155,14,374,374,748,31500,0.02374603,2.3746,-0.97625397,-97.6254
2025-01-02,erc1155,16,468,453,921,626260,0.00147064,0.1471,-0.99852936,-99.8529
2025-01-02,erc1155,17,2284,1650,3934,522584,0.00752798,0.7528,-0.99247202,-99.2472
2025-01-02,erc1155,18,2387,4683,7070,706912,0.01000124,1.0001,-0.98999876,-98.9999
2025-01-02,erc1155,19,109,109,218,445200,0.00048967,0.0490,-0.99951033,-99.9510
2025-01-02,erc1155,20,1350,772,2122,619080,0.00342767,0.3428,-0.99657233,-99.6572
2025-01-02,erc1155,22,1630,1648,3278,641539,0.00510959,0.5110,-0.99489041,-99.4890
2025-01-02,erc1155,23,3054,3545,6599,741286,0.00890210,0.8902,-0.99109790,-99.1098
2025-01-02,erc1155,25,3140,24774,27914,1213275,0.02300715,2.3007,-0.97699285,-97.6993
2025-01-02,erc1155,3,78,78,156,165356,0.00094342,0.0943,-0.99905658,-99.9057
2025-01-02,erc1155,4,49,210,259,238409,0.00108637,0.1086,-0.99891363,-99.8914
2025-01-02,erc1155,5,32,32,64,38010,0.00168377,0.1684,-0.99831623,-99.8316
2025-01-02,erc1155,6,62,62,124,445200,0.00027853,0.0279,-0.99972147,-99.9721
2025-01-02,erc1155,7,64,64,128,33663,0.00380239,0.3802,-0.99619761,-99.6198
2025-01-02,erc1155,8,5,5,10,26775,0.00037348,0.0373,-0.99962652,-99.9627
2025-01-02,erc1155,9,330,371,701,308553,0.00227189,0.2272,-0.99772811,-99.7728
2025-01-03,erc1155,10,260,260,520,33075,0.01572184,1.5722,-0.98427816,-98.4278
